Time,Value
2024-12-05 01:15:00,26.37920379638672 °C
2024-12-05 01:16:00,26.367568969726562 °C
2024-12-05 01:17:00,26.360321044921875 °C
2024-12-05 01:18:00,26.381492614746094 °C
2024-12-05 01:19:00,26.386451721191406 °C
2024-12-05 01:20:00,26.282119750976562 °C
2024-12-05 01:21:00,26.302337646484375 °C
2024-12-05 01:22:00,26.376724243164062 °C
2024-12-05 01:23:00,26.336097717285156 °C
2024-12-05 01:24:00,26.336669921875 °C
2024-12-05 01:25:00,26.38416290283203 °C
2024-12-05 01:26:00,26.311492919921875 °C
2024-12-05 01:27:00,26.306724548339844 °C
2024-12-05 01:28:00,26.298141479492188 °C
2024-12-05 01:29:00,26.26056671142578 °C
2024-12-05 01:30:00,26.272010803222656 °C
2024-12-05 01:31:00,26.229095458984375 °C
2024-12-05 01:32:00,26.29222869873047 °C
2024-12-05 01:33:00,26.259231567382812 °C
2024-12-05 01:34:00,26.28307342529297 °C
2024-12-05 01:35:00,26.24053955078125 °C
2024-12-05 01:36:00,26.19953155517578 °C
2024-12-05 01:37:00,26.232337951660156 °C
2024-12-05 01:38:00,26.28345489501953 °C
2024-12-05 01:39:00,26.302719116210938 °C
2024-12-05 01:40:00,26.32923126220703 °C
2024-12-05 01:41:00,26.285934448242188 °C
2024-12-05 01:42:00,26.241493225097656 °C
2024-12-05 01:43:00,26.253318786621094 °C
2024-12-05 01:44:00,26.235008239746094 °C
2024-12-05 01:45:00,26.2054443359375 °C
2024-12-05 01:46:00,26.227378845214844 °C
2024-12-05 01:47:00,26.247024536132812 °C
2024-12-05 01:48:00,26.233673095703125 °C
2024-12-05 01:49:00,26.215362548828125 °C
2024-12-05 01:50:00,26.242446899414062 °C
2024-12-05 01:51:00,26.19152069091797 °C
2024-12-05 01:52:00,26.214599609375 °C
2024-12-05 01:53:00,26.215744018554688 °C
2024-12-05 01:54:00,26.244735717773438 °C
2024-12-05 01:55:00,26.30901336669922 °C
2024-12-05 01:56:00,26.291275024414062 °C
2024-12-05 01:57:00,26.370811462402344 °C
2024-12-05 01:58:00,26.335525512695312 °C
2024-12-05 01:59:00,26.379966735839844 °C
2024-12-05 02:00:00,26.399612426757812 °C
2024-12-05 02:01:00,26.362037658691406 °C
2024-12-05 02:02:00,26.341629028320312 °C
2024-12-05 02:03:00,26.318359375 °C
2024-12-05 02:04:00,26.379966735839844 °C
2024-12-05 02:05:00,26.36852264404297 °C
2024-12-05 02:06:00,26.412391662597656 °C
2024-12-05 02:07:00,26.36127471923828 °C
2024-12-05 02:08:00,26.413917541503906 °C
2024-12-05 02:09:00,26.43451690673828 °C
2024-12-05 02:10:00,26.47705078125 °C
2024-12-05 02:11:00,26.378250122070312 °C
2024-12-05 02:12:00,26.362991333007812 °C
2024-12-05 02:13:00,26.360321044921875 °C
2024-12-05 02:14:00,26.317405700683594 °C
2024-12-05 02:15:00,26.30138397216797 °C
2024-12-05 02:16:00,26.30138397216797 °C
2024-12-05 02:17:00,26.319122314453125 °C
2024-12-05 02:18:00,26.30786895751953 °C
2024-12-05 02:19:00,26.33838653564453 °C
2024-12-05 02:20:00,26.34429931640625 °C
2024-12-05 02:21:00,26.33056640625 °C
2024-12-05 02:22:00,26.309585571289062 °C
2024-12-05 02:23:00,26.34429931640625 °C
2024-12-05 02:24:00,26.415252685546875 °C
2024-12-05 02:25:00,26.39636993408203 °C
2024-12-05 02:26:00,26.358604431152344 °C
2024-12-05 02:27:00,26.33056640625 °C
2024-12-05 02:28:00,26.31359100341797 °C
2024-12-05 02:29:00,26.296234130859375 °C
2024-12-05 02:30:00,26.297569274902344 °C
2024-12-05 02:31:00,26.288223266601562 °C
2024-12-05 02:32:00,26.272964477539062 °C
2024-12-05 02:33:00,26.30786895751953 °C
2024-12-05 02:34:00,26.252365112304688 °C
2024-12-05 02:35:00,26.33514404296875 °C
2024-12-05 02:36:00,26.304054260253906 °C
2024-12-05 02:37:00,26.291656494140625 °C
2024-12-05 02:38:00,26.33209228515625 °C
2024-12-05 02:39:00,26.27124786376953 °C
2024-12-05 02:40:00,26.263427734375 °C
2024-12-05 02:41:00,26.241111755371094 °C
2024-12-05 02:42:00,26.23729705810547 °C
2024-12-05 02:43:00,26.21917724609375 °C
2024-12-05 02:44:00,26.24969482421875 °C
2024-12-05 02:45:00,26.261520385742188 °C
2024-12-05 02:46:00,26.292800903320312 °C
2024-12-05 02:47:00,26.277542114257812 °C
2024-12-05 02:48:00,26.343917846679688 °C
2024-12-05 02:49:00,26.309585571289062 °C
2024-12-05 02:50:00,26.308631896972656 °C
2024-12-05 02:51:00,26.28936767578125 °C
2024-12-05 02:52:00,26.292800903320312 °C
2024-12-05 02:53:00,26.316070556640625 °C
2024-12-05 02:54:00,26.314544677734375 °C
2024-12-05 02:55:00,26.330947875976562 °C
2024-12-05 02:56:00,26.306724548339844 °C
2024-12-05 02:57:00,26.317405700683594 °C
2024-12-05 02:58:00,26.36089324951172 °C
2024-12-05 02:59:00,26.34258270263672 °C
2024-12-05 03:00:00,26.3214111328125 °C
2024-12-05 03:01:00,26.37176513671875 °C
2024-12-05 03:02:00,26.306724548339844 °C
2024-12-05 03:03:00,26.290512084960938 °C
2024-12-05 03:04:00,26.375961303710938 °C
2024-12-05 03:05:00,26.33209228515625 °C
2024-12-05 03:06:00,26.299476623535156 °C
2024-12-05 03:07:00,26.263427734375 °C
2024-12-05 03:08:00,26.251983642578125 °C
2024-12-05 03:09:00,26.256179809570312 °C
2024-12-05 03:10:00,26.276588439941406 °C
2024-12-05 03:11:00,26.236343383789062 °C
2024-12-05 03:12:00,26.27429962158203 °C
2024-12-05 03:13:00,26.280784606933594 °C
2024-12-05 03:14:00,26.27124786376953 °C
2024-12-05 03:15:00,26.235580444335938 °C
2024-12-05 03:16:00,26.26934051513672 °C
2024-12-05 03:17:00,26.245498657226562 °C
2024-12-05 03:18:00,26.243209838867188 °C
2024-12-05 03:19:00,26.253700256347656 °C
2024-12-05 03:20:00,26.20849609375 °C
2024-12-05 03:21:00,26.205825805664062 °C
2024-12-05 03:22:00,26.24378204345703 °C
2024-12-05 03:23:00,26.156997680664062 °C
2024-12-05 03:24:00,26.16596221923828 °C
2024-12-05 03:25:00,26.21631622314453 °C
2024-12-05 03:26:00,26.226806640625 °C
2024-12-05 03:27:00,26.211166381835938 °C
2024-12-05 03:28:00,26.17053985595703 °C
2024-12-05 03:29:00,26.111984252929688 °C
2024-12-05 03:30:00,26.134872436523438 °C
2024-12-05 03:31:00,26.17645263671875 °C
2024-12-05 03:32:00,26.168251037597656 °C
2024-12-05 03:33:00,26.187896728515625 °C
2024-12-05 03:34:00,26.183319091796875 °C
2024-12-05 03:35:00,26.152801513671875 °C
2024-12-05 03:36:00,26.154518127441406 °C
2024-12-05 03:37:00,26.141357421875 °C
2024-12-05 03:38:00,26.1016845703125 °C
2024-12-05 03:39:00,26.140785217285156 °C
2024-12-05 03:40:00,26.099395751953125 °C
2024-12-05 03:41:00,26.074600219726562 °C
2024-12-05 03:42:00,26.08184814453125 °C
2024-12-05 03:43:00,26.094818115234375 °C
2024-12-05 03:44:00,26.11980438232422 °C
2024-12-05 03:45:00,26.099777221679688 °C
2024-12-05 03:46:00,26.1627197265625 °C
2024-12-05 03:47:00,26.19037628173828 °C
2024-12-05 03:48:00,26.11846923828125 °C
2024-12-05 03:49:00,26.156997680664062 °C
2024-12-05 03:50:00,26.156997680664062 °C
2024-12-05 03:51:00,26.134490966796875 °C
2024-12-05 03:52:00,26.19609832763672 °C
2024-12-05 03:53:00,26.258468627929688 °C
2024-12-05 03:54:00,26.25598907470703 °C
2024-12-05 03:55:00,26.18885040283203 °C
2024-12-05 03:56:00,26.178741455078125 °C
2024-12-05 03:57:00,26.17969512939453 °C
2024-12-05 03:58:00,26.176071166992188 °C
2024-12-05 03:59:00,26.186561584472656 °C
2024-12-05 04:00:00,26.192665100097656 °C
2024-12-05 04:01:00,26.140975952148438 °C
2024-12-05 04:02:00,26.103973388671875 °C
2024-12-05 04:03:00,26.09386444091797 °C
2024-12-05 04:04:00,26.12476348876953 °C
2024-12-05 04:05:00,26.114273071289062 °C
2024-12-05 04:06:00,26.10340118408203 °C
2024-12-05 04:07:00,26.129531860351562 °C
2024-12-05 04:08:00,26.166915893554688 °C
2024-12-05 04:09:00,26.135826110839844 °C
2024-12-05 04:10:00,26.131248474121094 °C
2024-12-05 04:11:00,26.111602783203125 °C
2024-12-05 04:12:00,26.094627380371094 °C
2024-12-05 04:13:00,26.088714599609375 °C
2024-12-05 04:14:00,26.10340118408203 °C
2024-12-05 04:15:00,26.103782653808594 °C
2024-12-05 04:16:00,26.060867309570312 °C
2024-12-05 04:17:00,26.06945037841797 °C
2024-12-05 04:18:00,26.068115234375 °C
2024-12-05 04:19:00,26.11675262451172 °C
2024-12-05 04:20:00,26.127052307128906 °C
2024-12-05 04:21:00,26.10301971435547 °C
2024-12-05 04:22:00,26.082420349121094 °C
2024-12-05 04:23:00,26.0589599609375 °C
2024-12-05 04:24:00,26.10301971435547 °C
2024-12-05 04:25:00,26.101112365722656 °C
2024-12-05 04:26:00,26.059532165527344 °C
2024-12-05 04:27:00,26.035690307617188 °C
2024-12-05 04:28:00,26.06353759765625 °C
2024-12-05 04:29:00,26.108551025390625 °C
2024-12-05 04:30:00,26.157760620117188 °C
2024-12-05 04:31:00,26.122665405273438 °C
2024-12-05 04:32:00,26.130294799804688 °C
2024-12-05 04:33:00,26.1138916015625 °C
2024-12-05 04:34:00,26.076507568359375 °C
2024-12-05 04:35:00,26.058197021484375 °C
2024-12-05 04:36:00,26.06353759765625 °C
2024-12-05 04:37:00,26.03607177734375 °C
2024-12-05 04:38:00,26.08470916748047 °C
2024-12-05 04:39:00,26.04846954345703 °C
2024-12-05 04:40:00,26.058578491210938 °C
2024-12-05 04:41:00,26.09386444091797 °C
2024-12-05 04:42:00,26.03626251220703 °C
2024-12-05 04:43:00,26.079559326171875 °C
2024-12-05 04:44:00,26.093292236328125 °C
2024-12-05 04:45:00,26.10301971435547 °C
2024-12-05 04:46:00,26.163864135742188 °C
2024-12-05 04:47:00,26.221847534179688 °C
2024-12-05 04:48:00,26.234054565429688 °C
2024-12-05 04:49:00,26.20086669921875 °C
2024-12-05 04:50:00,26.149940490722656 °C
2024-12-05 04:51:00,26.150894165039062 °C
2024-12-05 04:52:00,26.124000549316406 °C
2024-12-05 04:53:00,26.174163818359375 °C
2024-12-05 04:54:00,26.085662841796875 °C
2024-12-05 04:55:00,26.103973388671875 °C
2024-12-05 04:56:00,26.088714599609375 °C
2024-12-05 04:57:00,26.12018585205078 °C
2024-12-05 04:58:00,26.102828979492188 °C
2024-12-05 04:59:00,26.00879669189453 °C
2024-12-05 05:00:00,26.059532165527344 °C
2024-12-05 05:01:00,26.084136962890625 °C
2024-12-05 05:02:00,26.09882354736328 °C
2024-12-05 05:03:00,26.07288360595703 °C
2024-12-05 05:04:00,26.079750061035156 °C
2024-12-05 05:05:00,26.022911071777344 °C
2024-12-05 05:06:00,26.11083984375 °C
2024-12-05 05:07:00,26.187896728515625 °C
2024-12-05 05:08:00,26.15966796875 °C
2024-12-05 05:09:00,26.218605041503906 °C
2024-12-05 05:10:00,26.25713348388672 °C
2024-12-05 05:11:00,26.229095458984375 °C
2024-12-05 05:12:00,26.161575317382812 °C
2024-12-05 05:13:00,26.118850708007812 °C
2024-12-05 05:14:00,26.133155822753906 °C
2024-12-05 05:15:00,26.134490966796875 °C
2024-12-05 05:16:00,26.148605346679688 °C
2024-12-05 05:17:00,26.124954223632812 °C
2024-12-05 05:18:00,26.189231872558594 °C
2024-12-05 05:19:00,26.15680694580078 °C
2024-12-05 05:20:00,26.18255615234375 °C
2024-12-05 05:21:00,26.180648803710938 °C
2024-12-05 05:22:00,26.12133026123047 °C
2024-12-05 05:23:00,26.102066040039062 °C
2024-12-05 05:24:00,26.102066040039062 °C
2024-12-05 05:25:00,26.071929931640625 °C
2024-12-05 05:26:00,26.107406616210938 °C
2024-12-05 05:27:00,26.072311401367188 °C
2024-12-05 05:28:00,26.018905639648438 °C
2024-12-05 05:29:00,26.047706604003906 °C
2024-12-05 05:30:00,26.04084014892578 °C
2024-12-05 05:31:00,26.06353759765625 °C
2024-12-05 05:32:00,26.03015899658203 °C
2024-12-05 05:33:00,26.072311401367188 °C
2024-12-05 05:34:00,26.10340118408203 °C
2024-12-05 05:35:00,26.06964111328125 °C
2024-12-05 05:36:00,26.09882354736328 °C
2024-12-05 05:37:00,26.054954528808594 °C
2024-12-05 05:38:00,26.012420654296875 °C
2024-12-05 05:39:00,26.046371459960938 °C
2024-12-05 05:40:00,26.05571746826172 °C
2024-12-05 05:41:00,26.056671142578125 °C
2024-12-05 05:42:00,26.042938232421875 °C
2024-12-05 05:43:00,26.052093505859375 °C
2024-12-05 05:44:00,26.144981384277344 °C
2024-12-05 05:45:00,26.085472106933594 °C
2024-12-05 05:46:00,26.067733764648438 °C
2024-12-05 05:47:00,26.046180725097656 °C
2024-12-05 05:48:00,26.02558135986328 °C
2024-12-05 05:49:00,26.03168487548828 °C
2024-12-05 05:50:00,26.03473663330078 °C
2024-12-05 05:51:00,26.021194458007812 °C
2024-12-05 05:52:00,26.041221618652344 °C
2024-12-05 05:53:00,26.026153564453125 °C
2024-12-05 05:54:00,26.059532165527344 °C
2024-12-05 05:55:00,26.0406494140625 °C
2024-12-05 05:56:00,26.058006286621094 °C
2024-12-05 05:57:00,25.99506378173828 °C
2024-12-05 05:58:00,26.001548767089844 °C
2024-12-05 05:59:00,26.02519989013672 °C
2024-12-05 06:00:00,26.018333435058594 °C
2024-12-05 06:01:00,25.99048614501953 °C
2024-12-05 06:02:00,25.966644287109375 °C
2024-12-05 06:03:00,25.982666015625 °C
2024-12-05 06:04:00,25.92334747314453 °C
2024-12-05 06:05:00,25.91724395751953 °C
2024-12-05 06:06:00,25.9735107421875 °C
2024-12-05 06:07:00,25.909996032714844 °C
2024-12-05 06:08:00,25.891685485839844 °C
2024-12-05 06:09:00,25.95062255859375 °C
2024-12-05 06:10:00,25.96302032470703 °C
2024-12-05 06:11:00,25.92601776123047 °C
2024-12-05 06:12:00,25.942420959472656 °C
2024-12-05 06:13:00,25.937843322753906 °C
2024-12-05 06:14:00,25.894927978515625 °C
2024-12-05 06:15:00,25.904464721679688 °C
2024-12-05 06:16:00,25.940513610839844 °C
2024-12-05 06:17:00,25.920867919921875 °C
2024-12-05 06:18:00,25.899505615234375 °C
2024-12-05 06:19:00,25.90770721435547 °C
2024-12-05 06:20:00,25.977134704589844 °C
2024-12-05 06:21:00,25.962448120117188 °C
2024-12-05 06:22:00,25.96721649169922 °C
2024-12-05 06:23:00,25.95996856689453 °C
2024-12-05 06:24:00,25.937843322753906 °C
2024-12-05 06:25:00,25.986289978027344 °C
2024-12-05 06:26:00,26.090240478515625 °C
2024-12-05 06:27:00,26.067733764648438 °C
2024-12-05 06:28:00,26.049423217773438 °C
2024-12-05 06:29:00,26.05724334716797 °C
2024-12-05 06:30:00,26.094818115234375 °C
2024-12-05 06:31:00,26.07860565185547 °C
2024-12-05 06:32:00,26.03626251220703 °C
2024-12-05 06:33:00,26.10607147216797 °C
2024-12-05 06:34:00,26.143264770507812 °C
2024-12-05 06:35:00,26.173019409179688 °C
2024-12-05 06:36:00,26.100540161132812 °C
2024-12-05 06:37:00,26.03931427001953 °C
2024-12-05 06:38:00,26.09233856201172 °C
2024-12-05 06:39:00,26.06678009033203 °C
2024-12-05 06:40:00,26.05915069580078 °C
2024-12-05 06:41:00,26.127052307128906 °C
2024-12-05 06:42:00,26.081085205078125 °C
2024-12-05 06:43:00,26.040267944335938 °C
2024-12-05 06:44:00,26.064491271972656 °C
2024-12-05 06:45:00,26.001358032226562 °C
2024-12-05 06:46:00,26.085472106933594 °C
2024-12-05 06:47:00,26.055335998535156 °C
2024-12-05 06:48:00,26.015663146972656 °C
2024-12-05 06:49:00,25.98876953125 °C
2024-12-05 06:50:00,26.103782653808594 °C
2024-12-05 06:51:00,26.120758056640625 °C
2024-12-05 06:52:00,26.107406616210938 °C
2024-12-05 06:53:00,26.030349731445312 °C
2024-12-05 06:54:00,25.973892211914062 °C
2024-12-05 06:55:00,25.952911376953125 °C
2024-12-05 06:56:00,26.139450073242188 °C
2024-12-05 06:57:00,26.129531860351562 °C
2024-12-05 06:58:00,26.127052307128906 °C
2024-12-05 06:59:00,26.127052307128906 °C
2024-12-05 07:00:00,26.05457305908203 °C
2024-12-05 07:01:00,25.970840454101562 °C
2024-12-05 07:02:00,26.044464111328125 °C
2024-12-05 07:03:00,26.046371459960938 °C
2024-12-05 07:04:00,26.09710693359375 °C
2024-12-05 07:05:00,26.032447814941406 °C
2024-12-05 07:06:00,26.01642608642578 °C
2024-12-05 07:07:00,26.007461547851562 °C
2024-12-05 07:08:00,26.05133056640625 °C
2024-12-05 07:09:00,26.086044311523438 °C
2024-12-05 07:10:00,26.05304718017578 °C
2024-12-05 07:11:00,26.047515869140625 °C
2024-12-05 07:12:00,26.009178161621094 °C
2024-12-05 07:13:00,26.07288360595703 °C
2024-12-05 07:14:00,26.091957092285156 °C
2024-12-05 07:15:00,26.015281677246094 °C
2024-12-05 07:16:00,25.96893310546875 °C
2024-12-05 07:17:00,26.047706604003906 °C
2024-12-05 07:18:00,26.069068908691406 °C
2024-12-05 07:19:00,26.04999542236328 °C
2024-12-05 07:20:00,26.05724334716797 °C
2024-12-05 07:21:00,26.091957092285156 °C
2024-12-05 07:22:00,26.134109497070312 °C
2024-12-05 07:23:00,26.16558074951172 °C
2024-12-05 07:24:00,26.202964782714844 °C
2024-12-05 07:25:00,26.226425170898438 °C
2024-12-05 07:26:00,26.166534423828125 °C
2024-12-05 07:27:00,26.118850708007812 °C
2024-12-05 07:28:00,26.127243041992188 °C
2024-12-05 07:29:00,26.176071166992188 °C
2024-12-05 07:30:00,26.157760620117188 °C
2024-12-05 07:31:00,26.178741455078125 °C
2024-12-05 07:32:00,26.226043701171875 °C
2024-12-05 07:33:00,26.208877563476562 °C
2024-12-05 07:34:00,26.200294494628906 °C
2024-12-05 07:35:00,26.186180114746094 °C
2024-12-05 07:36:00,26.275634765625 °C
2024-12-05 07:37:00,26.163673400878906 °C
2024-12-05 07:38:00,26.280784606933594 °C
2024-12-05 07:39:00,26.20086669921875 °C
2024-12-05 07:40:00,26.13391876220703 °C
2024-12-05 07:41:00,26.192474365234375 °C
2024-12-05 07:42:00,26.156044006347656 °C
2024-12-05 07:43:00,26.248741149902344 °C
2024-12-05 07:44:00,26.262474060058594 °C
2024-12-05 07:45:00,26.400184631347656 °C
2024-12-05 07:46:00,26.37310028076172 °C
2024-12-05 07:47:00,26.419830322265625 °C
2024-12-05 07:48:00,26.40514373779297 °C
2024-12-05 07:49:00,26.409339904785156 °C
2024-12-05 07:50:00,26.427459716796875 °C
2024-12-05 07:51:00,26.297760009765625 °C
2024-12-05 07:52:00,26.259231567382812 °C
2024-12-05 07:53:00,26.313209533691406 °C
2024-12-05 07:54:00,26.35173797607422 °C
2024-12-05 07:55:00,26.34258270263672 °C
2024-12-05 07:56:00,26.458168029785156 °C
2024-12-05 07:57:00,26.445770263671875 °C
2024-12-05 07:58:00,26.616477966308594 °C
2024-12-05 07:59:00,26.64661407470703 °C
2024-12-05 08:00:00,26.771926879882812 °C
2024-12-05 08:01:00,26.81751251220703 °C
2024-12-05 08:02:00,26.80187225341797 °C
2024-12-05 08:03:00,26.930809020996094 °C
2024-12-05 08:04:00,27.016448974609375 °C
2024-12-05 08:05:00,27.036094665527344 °C
2024-12-05 08:06:00,27.002716064453125 °C
2024-12-05 08:07:00,27.014923095703125 °C
2024-12-05 08:08:00,27.15282440185547 °C
2024-12-05 08:09:00,27.195358276367188 °C
2024-12-05 08:10:00,27.232742309570312 °C
2024-12-05 08:11:00,27.150535583496094 °C
2024-12-05 08:12:00,27.280044555664062 °C
2024-12-05 08:13:00,27.390098571777344 °C
2024-12-05 08:14:00,27.443504333496094 °C
2024-12-05 08:15:00,27.53620147705078 °C
2024-12-05 08:16:00,27.572250366210938 °C
2024-12-05 08:17:00,27.556228637695312 °C
2024-12-05 08:18:00,27.605628967285156 °C
2024-12-05 08:19:00,27.76012420654297 °C
2024-12-05 08:20:00,27.99053192138672 °C
2024-12-05 08:21:00,28.14617156982422 °C
2024-12-05 08:22:00,28.124618530273438 °C
2024-12-05 08:23:00,28.308868408203125 °C
2024-12-05 08:24:00,28.383255004882812 °C
2024-12-05 08:25:00,28.67279052734375 °C
2024-12-05 08:26:00,28.873443603515625 °C
2024-12-05 08:27:00,29.090118408203125 °C
2024-12-05 08:28:00,29.332542419433594 °C
2024-12-05 08:29:00,29.534149169921875 °C
2024-12-05 08:30:00,29.77619171142578 °C
2024-12-05 08:31:00,29.923439025878906 °C
2024-12-05 08:32:00,29.99744415283203 °C
2024-12-05 08:33:00,29.99744415283203 °C
2024-12-05 08:34:00,30.02758026123047 °C
2024-12-05 08:35:00,30.150222778320312 °C
2024-12-05 08:36:00,30.328369140625 °C
2024-12-05 08:37:00,30.53131103515625 °C
2024-12-05 08:38:00,30.596542358398438 °C
2024-12-05 08:39:00,30.65509796142578 °C
2024-12-05 08:40:00,30.722618103027344 °C
2024-12-05 08:41:00,30.884170532226562 °C
2024-12-05 08:42:00,30.985069274902344 °C
2024-12-05 08:43:00,31.002044677734375 °C
2024-12-05 08:44:00,31.13269805908203 °C
2024-12-05 08:45:00,31.209182739257812 °C
2024-12-05 08:46:00,31.359291076660156 °C
2024-12-05 08:47:00,31.469154357910156 °C
2024-12-05 08:48:00,31.517982482910156 °C
2024-12-05 08:49:00,31.51378631591797 °C
2024-12-05 08:50:00,31.522560119628906 °C
2024-12-05 08:51:00,31.55956268310547 °C
2024-12-05 08:52:00,31.58702850341797 °C
2024-12-05 08:53:00,31.635475158691406 °C
2024-12-05 08:54:00,31.604766845703125 °C
2024-12-05 08:55:00,31.58740997314453 °C
2024-12-05 08:56:00,31.79035186767578 °C
2024-12-05 08:57:00,31.783676147460938 °C
2024-12-05 08:58:00,31.96277618408203 °C
2024-12-05 08:59:00,31.769371032714844 °C
2024-12-05 09:00:00,31.75067901611328 °C
2024-12-05 09:01:00,31.711387634277344 °C
2024-12-05 09:02:00,31.795120239257812 °C
2024-12-05 09:03:00,31.912994384765625 °C
2024-12-05 09:04:00,32.04917907714844 °C
2024-12-05 09:05:00,32.040977478027344 °C
2024-12-05 09:06:00,31.803131103515625 °C
2024-12-05 09:07:00,31.82830810546875 °C
2024-12-05 09:08:00,31.78863525390625 °C
2024-12-05 09:09:00,31.781768798828125 °C
2024-12-05 09:10:00,31.760787963867188 °C
2024-12-05 09:11:00,31.919479370117188 °C
2024-12-05 09:12:00,31.636428833007812 °C
2024-12-05 09:13:00,31.109619140625 °C
2024-12-05 09:14:00,31.062889099121094 °C
2024-12-05 09:15:00,31.413650512695312 °C
2024-12-05 09:16:00,31.561851501464844 °C
2024-12-05 09:17:00,31.661415100097656 °C
2024-12-05 09:18:00,31.481361389160156 °C
2024-12-05 09:19:00,31.317138671875 °C
2024-12-05 09:20:00,31.072425842285156 °C
2024-12-05 09:21:00,30.775833129882812 °C
2024-12-05 09:22:00,30.718040466308594 °C
2024-12-05 09:23:00,30.660629272460938 °C
2024-12-05 09:24:00,30.57403564453125 °C
2024-12-05 09:25:00,30.69896697998047 °C
2024-12-05 09:26:00,30.591964721679688 °C
2024-12-05 09:27:00,30.666351318359375 °C
2024-12-05 09:28:00,30.80902099609375 °C
2024-12-05 09:29:00,31.26239776611328 °C
2024-12-05 09:30:00,31.32953643798828 °C
2024-12-05 09:31:00,31.211090087890625 °C
2024-12-05 09:32:00,31.247901916503906 °C
2024-12-05 09:33:00,31.4544677734375 °C
2024-12-05 09:34:00,31.78119659423828 °C
2024-12-05 09:35:00,32.010459899902344 °C
2024-12-05 09:36:00,32.171630859375 °C
2024-12-05 09:37:00,32.30762481689453 °C
2024-12-05 09:38:00,32.466697692871094 °C
2024-12-05 09:39:00,32.4615478515625 °C
2024-12-05 09:40:00,32.35950469970703 °C
2024-12-05 09:41:00,32.28740692138672 °C
2024-12-05 09:42:00,32.265472412109375 °C
2024-12-05 09:43:00,32.390785217285156 °C
2024-12-05 09:44:00,32.56950378417969 °C
2024-12-05 09:45:00,32.851219177246094 °C
2024-12-05 09:46:00,32.84111022949219 °C
2024-12-05 09:47:00,32.53803253173828 °C
2024-12-05 09:48:00,32.43598937988281 °C
2024-12-05 09:49:00,32.64904022216797 °C
2024-12-05 09:50:00,32.659912109375 °C
2024-12-05 09:51:00,32.598304748535156 °C
2024-12-05 09:52:00,32.372474670410156 °C
2024-12-05 09:53:00,32.170867919921875 °C
2024-12-05 09:54:00,32.06062316894531 °C
2024-12-05 09:55:00,32.184410095214844 °C
2024-12-05 09:56:00,32.13615417480469 °C
2024-12-05 09:57:00,31.87732696533203 °C
2024-12-05 09:58:00,31.58893585205078 °C
2024-12-05 09:59:00,31.591224670410156 °C
2024-12-05 10:00:00,31.549835205078125 °C
2024-12-05 10:01:00,31.583786010742188 °C
2024-12-05 10:02:00,31.439208984375 °C
2024-12-05 10:03:00,31.107139587402344 °C
2024-12-05 10:04:00,30.835723876953125 °C
2024-12-05 10:05:00,30.779266357421875 °C
2024-12-05 10:06:00,30.912399291992188 °C
2024-12-05 10:07:00,30.912399291992188 °C
2024-12-05 10:08:00,31.09302520751953 °C
2024-12-05 10:09:00,30.996131896972656 °C
2024-12-05 10:10:00,31.019020080566406 °C
2024-12-05 10:11:00,31.02264404296875 °C
2024-12-05 10:12:00,30.910682678222656 °C
2024-12-05 10:13:00,30.85803985595703 °C
2024-12-05 10:14:00,30.5572509765625 °C
2024-12-05 10:15:00,30.670166015625 °C
2024-12-05 10:16:00,30.72032928466797 °C
2024-12-05 10:17:00,30.643653869628906 °C
2024-12-05 10:18:00,30.652236938476562 °C
2024-12-05 10:19:00,30.397415161132812 °C
2024-12-05 10:20:00,30.175209045410156 °C
2024-12-05 10:21:00,30.401039123535156 °C
2024-12-05 10:22:00,30.2154541015625 °C
2024-12-05 10:23:00,30.11455535888672 °C
2024-12-05 10:24:00,30.283546447753906 °C
2024-12-05 10:25:00,30.34343719482422 °C
2024-12-05 10:26:00,30.436325073242188 °C
2024-12-05 10:27:00,30.45787811279297 °C
2024-12-05 10:28:00,30.47046661376953 °C
2024-12-05 10:29:00,30.43041229248047 °C
2024-12-05 10:30:00,30.34534454345703 °C
2024-12-05 10:31:00,30.37128448486328 °C
2024-12-05 10:32:00,30.312347412109375 °C
2024-12-05 10:33:00,30.185317993164062 °C
2024-12-05 10:34:00,30.281829833984375 °C
2024-12-05 10:35:00,30.449485778808594 °C
2024-12-05 10:36:00,30.470657348632812 °C
2024-12-05 10:37:00,30.468368530273438 °C
2024-12-05 10:38:00,30.579566955566406 °C
2024-12-05 10:39:00,30.59368133544922 °C
2024-12-05 10:40:00,30.479812622070312 °C
2024-12-05 10:41:00,30.51319122314453 °C
2024-12-05 10:42:00,30.408096313476562 °C
2024-12-05 10:43:00,30.484390258789062 °C
2024-12-05 10:44:00,30.552101135253906 °C
2024-12-05 10:45:00,30.59062957763672 °C
2024-12-05 10:46:00,30.498123168945312 °C
2024-12-05 10:47:00,30.498886108398438 °C
2024-12-05 10:48:00,30.58452606201172 °C
2024-12-05 10:49:00,30.49335479736328 °C
2024-12-05 10:50:00,30.464744567871094 °C
2024-12-05 10:51:00,30.55286407470703 °C
2024-12-05 10:52:00,30.68065643310547 °C
2024-12-05 10:53:00,30.79090118408203 °C
2024-12-05 10:54:00,30.75885772705078 °C
2024-12-05 10:55:00,30.604171752929688 °C
2024-12-05 10:56:00,30.670547485351562 °C
2024-12-05 10:57:00,30.751991271972656 °C
2024-12-05 10:58:00,30.7830810546875 °C
